2023-02-11 23:39:09,892,location,Australia
2023-02-11 23:39:09,892,weather,rainy
2023-02-11 23:39:09,892,temperature,82
2023-02-11 23:39:09,892,light,800
2023-02-11 23:39:09,892,sound,64
2023-02-11 23:39:10,894,location,Europe
2023-02-11 23:39:10,894,weather,cloudy
2023-02-11 23:39:10,894,temperature,87
2023-02-11 23:39:10,894,light,1600
2023-02-11 23:39:10,894,sound,90
2023-02-11 23:39:11,894,location,Asia
2023-02-11 23:39:11,895,weather,rainy
2023-02-11 23:39:11,895,temperature,56
2023-02-11 23:39:11,895,light,1100
2023-02-11 23:39:11,895,sound,91
2023-02-11 23:39:12,896,location,Africa
2023-02-11 23:39:12,896,weather,icy
2023-02-11 23:39:12,896,temperature,-92
2023-02-11 23:39:12,897,light,1100
2023-02-11 23:39:12,897,sound,46
2023-02-11 23:39:13,898,location,Europe
2023-02-11 23:39:13,899,weather,foggy
2023-02-11 23:39:13,899,temperature,-1
2023-02-11 23:39:13,899,light,800
2023-02-11 23:39:13,899,sound,82
2023-02-11 23:39:14,900,location,Africa
2023-02-11 23:39:14,900,weather,cloudy
2023-02-11 23:39:14,901,temperature,-7
2023-02-11 23:39:14,901,light,800
2023-02-11 23:39:14,901,sound,84
2023-02-11 23:39:15,902,location,Europe
2023-02-11 23:39:15,903,weather,icy
2023-02-11 23:39:15,903,temperature,-64
2023-02-11 23:39:15,903,light,1100
2023-02-11 23:39:15,903,sound,91
2023-02-11 23:39:16,904,location,Africa
2023-02-11 23:39:16,905,weather,sunny
2023-02-11 23:39:16,905,temperature,-21
2023-02-11 23:39:16,905,light,800
2023-02-11 23:39:16,905,sound,46
2023-02-11 23:39:17,907,location,Africa
2023-02-11 23:39:17,907,weather,foggy
2023-02-11 23:39:17,907,temperature,-74
2023-02-11 23:39:17,907,light,1600
2023-02-11 23:39:17,907,sound,77
2023-02-11 23:39:18,909,location,Africa
2023-02-11 23:39:18,909,weather,icy
2023-02-11 23:39:18,909,temperature,8
2023-02-11 23:39:18,909,light,1100
2023-02-11 23:39:18,909,sound,35
2023-02-11 23:39:19,910,location,Africa
2023-02-11 23:39:19,910,weather,cloudy
2023-02-11 23:39:19,911,temperature,-74
2023-02-11 23:39:19,911,light,1100
2023-02-11 23:39:19,911,sound,58
2023-02-11 23:39:20,913,location,Africa
2023-02-11 23:39:20,913,weather,icy
2023-02-11 23:39:20,913,temperature,-10
2023-02-11 23:39:20,913,light,450
2023-02-11 23:39:20,913,sound,50
2023-02-11 23:39:21,914,location,America
2023-02-11 23:39:21,914,weather,foggy
2023-02-11 23:39:21,915,temperature,6
2023-02-11 23:39:21,915,light,1100
2023-02-11 23:39:21,915,sound,94
2023-02-11 23:39:22,916,location,Europe
2023-02-11 23:39:22,916,weather,sunny
2023-02-11 23:39:22,916,temperature,-89
2023-02-11 23:39:22,917,light,800
2023-02-11 23:39:22,917,sound,90
2023-02-11 23:39:23,920,location,Australia
2023-02-11 23:39:23,921,weather,icy
2023-02-11 23:39:23,921,temperature,28
2023-02-11 23:39:23,921,light,450
2023-02-11 23:39:23,921,sound,66
2023-02-11 23:39:24,922,location,Europe
2023-02-11 23:39:24,923,weather,foggy
2023-02-11 23:39:24,923,temperature,-11
2023-02-11 23:39:24,923,light,450
2023-02-11 23:39:24,923,sound,83
2023-02-11 23:39:25,924,location,America
2023-02-11 23:39:25,924,weather,rainy
2023-02-11 23:39:25,925,temperature,-34
2023-02-11 23:39:25,925,light,800
2023-02-11 23:39:25,925,sound,57
2023-02-11 23:39:26,925,location,Asia
2023-02-11 23:39:26,925,weather,foggy
2023-02-11 23:39:26,925,temperature,14
2023-02-11 23:39:26,925,light,450
2023-02-11 23:39:26,926,sound,35
2023-02-11 23:39:27,927,location,Asia
2023-02-11 23:39:27,927,weather,cloudy
2023-02-11 23:39:27,927,temperature,-89
2023-02-11 23:39:27,927,light,1600
2023-02-11 23:39:27,927,sound,49
2023-02-11 23:39:28,928,location,Asia
2023-02-11 23:39:28,929,weather,cloudy
2023-02-11 23:39:28,929,temperature,2
2023-02-11 23:39:28,929,light,450
2023-02-11 23:39:28,929,sound,90
2023-02-11 23:39:29,930,location,Australia
2023-02-11 23:39:29,930,weather,cloudy
2023-02-11 23:39:29,930,temperature,-20
2023-02-11 23:39:29,931,light,1100
2023-02-11 23:39:29,931,sound,76
2023-02-11 23:39:30,932,location,Asia
2023-02-11 23:39:30,932,weather,sunny
2023-02-11 23:39:30,932,temperature,-56
2023-02-11 23:39:30,932,light,1600
2023-02-11 23:39:30,932,sound,64
2023-02-11 23:39:31,934,location,Africa
2023-02-11 23:39:31,934,weather,foggy
2023-02-11 23:39:31,934,temperature,-47
2023-02-11 23:39:31,934,light,1600
2023-02-11 23:39:31,934,sound,35
2023-02-11 23:39:32,936,location,America
2023-02-11 23:39:32,936,weather,rainy
2023-02-11 23:39:32,936,temperature,-22
2023-02-11 23:39:32,936,light,1100
2023-02-11 23:39:32,936,sound,78
2023-02-11 23:39:33,938,location,America
2023-02-11 23:39:33,938,weather,sunny
2023-02-11 23:39:33,938,temperature,95
2023-02-11 23:39:33,938,light,800
2023-02-11 23:39:33,938,sound,72
2023-02-11 23:39:34,940,location,Africa
2023-02-11 23:39:34,940,weather,rainy
2023-02-11 23:39:34,940,temperature,36
2023-02-11 23:39:34,940,light,450
2023-02-11 23:39:34,940,sound,34
2023-02-11 23:39:35,942,location,Australia
2023-02-11 23:39:35,942,weather,foggy
2023-02-11 23:39:35,942,temperature,-89
2023-02-11 23:39:35,942,light,1600
2023-02-11 23:39:35,942,sound,74
2023-02-11 23:39:36,944,location,Europe
2023-02-11 23:39:36,944,weather,rainy
2023-02-11 23:39:36,944,temperature,-100
2023-02-11 23:39:36,944,light,450
2023-02-11 23:39:36,944,sound,75
2023-02-11 23:39:37,945,location,Australia
2023-02-11 23:39:37,945,weather,foggy
2023-02-11 23:39:37,946,temperature,67
2023-02-11 23:39:37,946,light,800
2023-02-11 23:39:37,946,sound,30
2023-02-11 23:39:38,947,location,America
2023-02-11 23:39:38,947,weather,sunny
2023-02-11 23:39:38,947,temperature,-72
2023-02-11 23:39:38,947,light,450
2023-02-11 23:39:38,947,sound,70
2023-02-11 23:39:39,948,location,Europe
2023-02-11 23:39:39,948,weather,cloudy
2023-02-11 23:39:39,948,temperature,-64
2023-02-11 23:39:39,949,light,1600
2023-02-11 23:39:39,949,sound,81
2023-02-11 23:40:31,884,sound,90
2023-02-11 23:40:31,884,humidity,17.008822011417983
2023-02-11 23:40:31,884,airquality,good
2023-02-11 23:40:31,884,light,1600
2023-02-11 23:40:31,884,location,Australia
2023-02-11 23:40:32,885,sound,69
2023-02-11 23:40:32,885,humidity,45.50361360540901
2023-02-11 23:40:32,885,airquality,poor
