2023-02-11 23:40:31,855,airquality,smog
2023-02-11 23:40:32,857,airquality,poor
2023-02-11 23:40:33,858,airquality,poor
2023-02-11 23:40:34,859,airquality,poor
2023-02-11 23:40:35,861,airquality,smog
2023-02-11 23:40:36,862,airquality,smog
2023-02-11 23:40:37,864,airquality,poor
2023-02-11 23:40:38,866,airquality,smog
2023-02-11 23:40:39,866,airquality,good
2023-02-11 23:40:40,868,airquality,smog
2023-02-11 23:40:41,869,airquality,poor
2023-02-11 23:40:42,870,airquality,smog
2023-02-11 23:40:43,872,airquality,poor
2023-02-11 23:40:44,874,airquality,smog
2023-02-11 23:40:45,875,airquality,smog
2023-02-11 23:40:46,877,airquality,smog
2023-02-11 23:40:47,878,airquality,poor
2023-02-11 23:40:48,879,airquality,poor
2023-02-11 23:40:49,881,airquality,good
2023-02-11 23:40:50,882,airquality,poor
2023-02-11 23:40:51,884,airquality,good
2023-02-11 23:40:52,885,airquality,good
2023-02-11 23:40:53,886,airquality,poor
2023-02-11 23:40:54,888,airquality,good
2023-02-11 23:40:55,889,airquality,poor
2023-02-11 23:40:56,890,airquality,good
2023-02-11 23:40:57,892,airquality,good
2023-02-11 23:40:58,893,airquality,poor
2023-02-11 23:40:59,894,airquality,good
2023-02-11 23:41:00,896,airquality,smog
2023-02-11 23:41:01,897,airquality,poor
2023-02-11 23:41:02,898,airquality,good
2023-02-11 23:41:03,900,airquality,smog
2023-02-11 23:41:04,901,airquality,poor
2023-02-11 23:41:05,903,airquality,good
2023-02-11 23:41:06,904,airquality,poor
2023-02-11 23:41:07,906,airquality,smog
2023-02-11 23:41:08,907,airquality,smog
2023-02-11 23:41:09,908,airquality,good
2023-02-11 23:41:10,910,airquality,good
2023-02-11 23:41:11,910,airquality,good
2023-02-11 23:41:12,912,airquality,smog
2023-02-11 23:41:13,913,airquality,good
2023-02-11 23:41:14,914,airquality,good
2023-02-11 23:41:15,916,airquality,good
2023-02-11 23:41:16,917,airquality,poor
2023-02-11 23:41:17,918,airquality,good
2023-02-11 23:41:18,920,airquality,poor
2023-02-11 23:41:19,920,airquality,smog
2023-02-11 23:41:20,922,airquality,good
2023-02-11 23:41:21,923,airquality,smog
2023-02-11 23:41:22,924,airquality,poor
2023-02-11 23:41:23,925,airquality,smog
2023-02-11 23:41:24,927,airquality,good
2023-02-11 23:41:25,928,airquality,smog
2023-02-11 23:41:26,930,airquality,good
2023-02-11 23:41:27,932,airquality,poor
2023-02-11 23:41:28,933,airquality,good
2023-02-11 23:41:29,934,airquality,smog
2023-02-11 23:41:30,936,airquality,smog
2023-02-11 23:41:31,937,airquality,poor
2023-02-11 23:41:32,938,airquality,smog
2023-02-11 23:41:33,940,airquality,poor
2023-02-11 23:41:34,941,airquality,smog
2023-02-11 23:41:35,942,airquality,smog
2023-02-11 23:41:36,943,airquality,good
2023-02-11 23:41:37,945,airquality,good
2023-02-11 23:41:38,946,airquality,good
2023-02-11 23:41:39,948,airquality,good
2023-02-11 23:41:40,949,airquality,poor
2023-02-11 23:41:41,950,airquality,smog
2023-02-11 23:41:42,951,airquality,poor
2023-02-11 23:41:43,953,airquality,smog
2023-02-11 23:41:44,955,airquality,smog
2023-02-11 23:41:45,956,airquality,poor
2023-02-11 23:41:46,957,airquality,poor
2023-02-11 23:41:47,958,airquality,smog
2023-02-11 23:41:48,960,airquality,poor
2023-02-11 23:41:49,961,airquality,poor
2023-02-11 23:41:50,962,airquality,smog
2023-02-11 23:41:51,964,airquality,poor
2023-02-11 23:41:52,965,airquality,poor
2023-02-11 23:41:53,967,airquality,poor
2023-02-11 23:41:54,968,airquality,smog
2023-02-11 23:41:55,970,airquality,good
2023-02-11 23:41:56,972,airquality,smog
2023-02-11 23:41:57,974,airquality,smog
2023-02-11 23:41:58,975,airquality,poor
2023-02-11 23:41:59,976,airquality,poor
2023-02-11 23:42:00,978,airquality,poor
2023-02-11 23:42:01,978,airquality,smog
2023-02-11 23:42:02,979,airquality,smog
2023-02-11 23:42:03,981,airquality,smog
2023-02-11 23:42:04,982,airquality,smog
2023-02-11 23:42:05,984,airquality,poor
2023-02-11 23:42:06,985,airquality,good
2023-02-11 23:42:07,986,airquality,good
2023-02-11 23:42:08,988,airquality,good
2023-02-11 23:42:09,989,airquality,smog
2023-02-11 23:42:10,990,airquality,poor
2023-02-11 23:42:11,992,airquality,poor
2023-02-11 23:42:12,994,airquality,good
2023-02-11 23:42:13,994,airquality,smog
2023-02-11 23:42:14,996,airquality,poor
2023-02-11 23:42:15,997,airquality,smog
2023-02-11 23:42:16,999,airquality,good
2023-02-11 23:42:18,000,airquality,good
2023-02-11 23:42:19,001,airquality,good
2023-02-11 23:42:20,002,airquality,good
2023-02-11 23:42:21,004,airquality,smog
2023-02-11 23:42:22,005,airquality,poor
2023-02-11 23:42:23,006,airquality,good
2023-02-11 23:42:24,007,airquality,smog
2023-02-11 23:42:25,009,airquality,poor
2023-02-11 23:42:26,010,airquality,good
2023-02-11 23:42:27,011,airquality,good
2023-02-11 23:42:28,012,airquality,smog
2023-02-11 23:42:29,014,airquality,good
2023-02-11 23:42:30,015,airquality,poor
2023-02-11 23:42:31,016,airquality,poor
2023-02-11 23:42:32,017,airquality,good
2023-02-11 23:42:33,018,airquality,good
2023-02-11 23:42:34,019,airquality,poor
2023-02-11 23:42:35,019,airquality,smog
2023-02-11 23:42:36,022,airquality,good
2023-02-11 23:42:37,022,airquality,good
2023-02-11 23:42:38,024,airquality,good
2023-02-11 23:42:39,026,airquality,smog
2023-02-11 23:42:40,026,airquality,good
2023-02-11 23:42:41,028,airquality,smog
2023-02-11 23:42:42,029,airquality,poor
2023-02-11 23:42:43,030,airquality,poor
2023-02-11 23:42:44,032,airquality,poor
2023-02-11 23:42:45,033,airquality,smog
2023-02-11 23:42:46,034,airquality,good
2023-02-11 23:42:47,035,airquality,smog
2023-02-11 23:42:48,037,airquality,smog
2023-02-11 23:42:49,039,airquality,poor
2023-02-11 23:42:50,041,airquality,smog
2023-02-11 23:42:51,042,airquality,poor
2023-02-11 23:42:52,043,airquality,smog
2023-02-11 23:42:53,044,airquality,poor
2023-02-11 23:42:54,045,airquality,good
2023-02-11 23:42:55,046,airquality,poor
2023-02-11 23:42:56,048,airquality,poor
2023-02-11 23:42:57,050,airquality,poor
2023-02-11 23:42:58,050,airquality,good
2023-02-11 23:42:59,052,airquality,good
2023-02-11 23:43:00,054,airquality,poor
2023-02-11 23:43:01,056,airquality,good
